id;id_product;id_loja;cod_prod;titulo;estoque_qtd;
992;NULL;3;3386460078306;COACH EDP 90ML;0;
993;NULL;3;3145891164206;COCO MADEMOISELLE EDP 50ML;0;
994;NULL;3;3145891164503;COCO MADEMOISELLE EDT 50ML;0;
995;NULL;3;3145891166606;COCO MADEMOSELE INTENSE EDP 100ML;0;
996;NULL;3;3145891164008;COCO MADEMOSELI 3X20ML;0;
997;NULL;3;3145891165203;COCO MADEMOSELLE EDP 100ML;3;
998;NULL;3;3145891164602;COCO MADEMOSELLE EDT 100ML;0;
999;NULL;3;3145891136500;COCO NOIR CHANEL 50ML EDP;0;
1000;NULL;3;3145891136609;COCO NOIR ESP 100ML;0;
1001;NULL;3;10;COLAR BIA;11;
1002;NULL;3;6095;COLETE JEANS ABERTO KISS;3;
1003;NULL;3;6137;COLETE JEANS MAX BOTAO KISS;2;
1004;NULL;3;6094;COLETE JEANS MAX KISS;0;
1005;NULL;3;8433982003844;COLORS BENETTON PINK 80ML;0;
1006;NULL;3;8433982013232;COLORS BENETTON ROSE 80ML;0;
1007;NULL;3;7899706116046;COND ABS POS QUIMICO 150ML;0;
1008;NULL;3;813218021893;COND COLOR TRUSS 300ML;1;
1009;NULL;3;7898947943091;COND EQUILIBR TRUSS 300ML;0;
1010;NULL;3;7899706147989;COND INFORCE LOREAL 200ML;0;
1011;NULL;3;74469499668;COND JOICO K PAK 1LTR;1;
1012;NULL;3;74469476201;COND JOICO K PAK 300ML;0;
1013;NULL;3;74469500876;COND JOICO MOISTURE 300ML;2;
1014;NULL;3;7898947943053;COND ULTRA TRUSS 300ML;0;
1015;NULL;3;7899706154291;CONDC LOREAL ABS 200ML;0;
1016;NULL;3;7898587776738;CONDIC LOREAL ABS 1,5LTR;0;
1017;NULL;3;7899706165891;CONDIC LOREAL BLONDIFIER 200ML3;2;
1018;NULL;3;7899706148009;CONDIC LOREAL INFORCE 1,5LTR;0;
1019;NULL;3;3474630436077;CONDICIO CRISTAL LISTE 1LTR;0;
1020;NULL;3;3474630436114;CONDICIO CRISTAL LISTE 200ML;0;
1021;NULL;3;3474630525870;CONDICIO PRO KERATIN 150ML;0;
1022;NULL;3;884486041817;CONDICIO REDKEN ALL SOFT 250ML;0;
1023;NULL;3;884486042163;CONDICIO REDKEN CLEAR MOISTURE 250ML;0;
1024;NULL;3;884486095138;CONDICIO REDKEN CURVACEOUS 250ML;0;
1025;NULL;3;884486063298;CONDICIO REDKEN SMOOTH DOWN 250ML;0;
1026;NULL;3;7899706174862;CONDICIONADOR ABS GOLD QUINOA 1,5L;0;
1027;NULL;3;7899706174848;CONDICIONADOR ABS GOLD QUINOA 200ML;0;
1028;NULL;3;7899026486638;CONDICIONADOR ABSOLUT CONTROL 1,5LRT;0;
1029;NULL;3;7899026486614;CONDICIONADOR ABSOLUT CONTROL 150ML;0;
1030;NULL;3;7899026457942;CONDICIONADOR ABSOLUT REPAIR 1.5L;0;
1031;NULL;3;7899026457928;CONDICIONADOR ABSOLUT REPAIR 150ML;0;
1032;NULL;3;381519022821;CONDICIONADOR AUSSIE;0;
1033;NULL;3;3474630458260;CONDICIONADOR CAPTIVE 200ML;0;
1034;NULL;3;3474630458222;CONDICIONADOR CHROMA CAPTIVE LTR;0;
1035;NULL;3;7896014194810;CONDICIONADOR CIMENT ANTIUSURE 200ML;0;
1036;NULL;3;7896014182893;CONDICIONADOR FORCE RELAX 300ML;0;
1037;NULL;3;7899026463370;CONDICIONADOR FORCE VECTOR 150ML;0;
1038;NULL;3;74469499545;CONDICIONADOR JOICO MOISTURE LTR;0;
1039;NULL;3;7896014195576;CONDICIONADOR LAIT VITAL 200ML;0;
1040;NULL;3;7896014170135;CONDICIONADOR LAIT VITAL LTR;0;
1041;NULL;3;7899026463592;CONDICIONADOR LISS ULTIME 1.5L;0;
1042;NULL;3;7899026463578;CONDICIONADOR LISS ULTIME 150ML;0;
1043;NULL;3;7896014192472;CONDICIONADOR LUMINO CONTRAST 1.5L;0;
1044;NULL;3;7896014192465;CONDICIONADOR LUMINO CONTRAST 150ML;0;
1045;NULL;3;7290011521202;CONDICIONADOR MOROCCANOIL 250ML;0;
1046;NULL;3;3474630471689;CONDICIONADOR MYSTHIC OIL 190ML;0;
1047;NULL;3;7899706116022;CONDICIONADOR POS QUIMICA 1.5LTR;0;
1048;NULL;3;7899706181266;CONDICIONADOR PRO LONGER 200ML;0;
1049;NULL;3;7898947942582;CONDICIONADOR TRUSS CURLY 300ML;2;
1050;NULL;3;7898947943077;CONDICIONADOR TRUSS DISCIPLINE 300ML;0;
1051;NULL;3;7898625790870;CONDICIONADOR TRUSS INFUSION 300ML;3;
1052;NULL;3;7898625790733;CONDICIONADOR TRUSS PERFECT 300ML;0;
1053;NULL;3;7898947942315;CONDICIONADOR TRUSS ULTRA HYDRATION;4;
1054;NULL;3;7896014175031;CONDICIONADOR VITAMINO COLOR 1.5L;0;
1055;NULL;3;7896014175062;CONDICIONADOR VITAMINO COLOR 150ML;0;
1056;NULL;3;7899026472075;CONDICIONADOR X TENSO 250ML;0;
1057;NULL;3;2002;CONJ CROPPED SAIA AMICIA;13;
1058;NULL;3;2003;CONJ RENDA AMICIA;5;
1059;NULL;3;1958;CONJUNTO ALFAI COM CALCA AMICIA;2;
1060;NULL;3;2013;CONJUNTO CROPPED AMICIA;8;
1061;NULL;3;2016;CONJUNTO CROPPED BRANCO AMICIA;2;
1062;NULL;3;1388;CONJUNTO DE SAIA E TOP VETTO;9;
1063;NULL;3;2006;CONJUNTO LINHO BIA AMICIA;4;
1064;NULL;3;41;CONJUNTO MOLETINHO;1;
1065;NULL;3;88300102419;CONTRADICTION 50ML;0;
1066;NULL;3;16;CONTROLE;0;
1067;NULL;3;363;CONTROLE PLAY;0;
1068;NULL;3;5060152400146;COOL BLUEH 100ML;0;
1069;NULL;3;619;COOL GIRL 40ML;1;
1070;NULL;3;3414202000572;COOL WALTER H 125ML;0;
1071;NULL;3;3414202011820;COOL WATER 30ML;0;
1072;NULL;3;3414202000510;COOL WATER 40ML;1;
1073;NULL;3;3414202000565;COOL WATER H 75ML;0;
1074;NULL;3;40232834325;CORINTHIANS POWER H 100ML;0;
1075;NULL;3;7898424300348;CORRETIVO LIQUIDO CLARO;0;
1076;NULL;3;7898424300362;CORRETIVO LIQUIDO ESCURO;0;
1077;NULL;3;7898424300355;CORRETIVO LIQUIDO MEDIO;0;
1078;NULL;3;719346145879;COSMIC RADIANCE 30ML;0;
1079;NULL;3;719346145862;COSMIC RADIANCE 50ML;0;
1080;NULL;3;719346145855;COSMIC RADIANCE F 100ML;0;
1081;NULL;3;5414666005418;COUNTRY B.BLACK 100ML;0;
1082;NULL;3;5414666004305;COUNTRY BLACK 100ML;0;
1083;NULL;3;5414666004534;COUNTRY BLUE H 100ML;0;
1084;NULL;3;5414666006101;COUNTRY FREDDON 100ML;0;
1085;NULL;3;5414666004527;COUNTRY GREEN H 100ML;0;
1086;NULL;3;875990000718;COUTURE DHOMME 100ML;0;
1087;NULL;3;5060053113459;COUTURE F 100ML;0;
1088;NULL;3;88300096145;CRAVE 40ML;0;
1089;NULL;3;88300096114;CRAVE 75ML;0;
1090;NULL;3;8410225537922;CRAZY FLOREVER AGATHA 80ML;0;
1091;NULL;3;3355992000116;CREATION 100ML;0;
1092;NULL;3;3355992000093;CREATION 30ML;0;
1093;NULL;3;3355990000109;CREATION 50ML;0;
1094;NULL;3;7899026488380;CREME B.B.CREAM 50ML;0;
1095;NULL;3;48155904743;CREME DE BARBEA REGULAR;0;
1096;NULL;3;48155904750;CREME DE BARBEAR SENSITIVE;0;
1097;NULL;3;7899026458024;CREME DE PENTEAR ABSOLUT REPAIR 150ML;0;
1098;NULL;3;3474630623026;CREME LISS CONTROL 150ML;0;
1099;NULL;3;7899026486690;CREME MODELAR ABSOLUT CONTROL 250ML;0;
1100;NULL;3;7290011521042;CREME MOROCCANOIL CURL 300ML;0;
1101;NULL;3;7290011521424;CREME MOROCCANOIL DE CACHOS 250ML;0;
1102;NULL;3;7290011521028;CREME MOROCCANOIL HYDRATION 300ML;0;
1103;NULL;3;7899026486713;CREME PENTEAR ABSOLUT CONTROL 500ML;0;
1104;NULL;3;884486044488;CREME PENTEAR REDKEN CURL REFINER 250ML;0;
1105;NULL;3;3474630526242;CREME PRO KERATIN 150ML;0;
1106;NULL;3;3494800015031;CRISTAL ROYAL EDP 100ML;0;
1107;NULL;3;3494800017035;CRISTAL ROYAL PASSION EDP 100ML;0;
1108;NULL;3;192;CROOPED REOBOTE;1;
1109;NULL;3;1987;CROPPED ALFAIATARIA AMICIA;18;
1110;NULL;3;2000;CROPPED ALFAIATARIA BIA AMICIA;21;
1111;NULL;3;1926;CROPPED ALFAIATRIA AMICIA;10;
1112;NULL;3;596;CROPPED C MANGA MODAL TRICOT;1;
1113;NULL;3;597;CROPPED C MANGA TRICOT BIA;2;
1114;NULL;3;1938;CROPPED CAMISA AMICIA;17;
1115;NULL;3;2742;CROPPED CIGANA LA;1;
1116;NULL;3;1983;CROPPED CIGANINHA AMICIA;8;
1117;NULL;3;1997;CROPPED CREPE ESTAMPA AMICIA;3;
1118;NULL;3;2683;CROPPED CREPE L.A;0;
1119;NULL;3;2752;CROPPED CREPE L.A;1;
1120;NULL;3;2733A;CROPPED CREPE LA;7;
1121;NULL;3;2504;CROPPED LA;0;
1122;NULL;3;2725;CROPPED LA;4;
1123;NULL;3;1164;CROPPED LAIS PLUS BETTO;9;
1124;NULL;3;24;CROPPED LESI;0;
1125;NULL;3;2008;CROPPED RENDA AMICIA;3;
1126;NULL;3;1342;CROPPED TATY PLUS VETTO;3;
1127;NULL;3;1952;CROPPED TRICOLINE AMICIA;3;
1128;NULL;3;1952;CROPPED TRICOLINE AMICIA;4;
1129;NULL;3;599;CROPPED TRICOT BIA;3;
1130;NULL;3;598;CROPPED TRICOT DEC V BIA;2;
1131;NULL;3;30019;CROPPED TRICOT POP;2;
1132;NULL;3;1979;CROPPED VISCO LINHO AMICIA;6;
1133;NULL;3;1628;CROPPED VISCOLINHO AMICIA;29;
1134;NULL;3;1969;CROPPED VISCOLINHO AMICIA;7;
1135;NULL;3;2004;CROPPED VISCOLINHO AMICIA;10;
1136;NULL;3;154;CUBA TRADICIONAL 100ML;0;
1137;NULL;3;5060053110397;CURIOSITY F 100ML;0;
1138;NULL;3;719346034425;CURIOUS F 100ML;0;
1139;NULL;3;3442150606140;CYRUS H 100ML;0;
1140;NULL;3;737052263076;D&G 1 LE BATELEUR 100ML;0;
1141;NULL;3;737052263090;D&G 10 LA FORTUNE 100ML;0;
1142;NULL;3;737052263106;D&G 18 LA LUNE 100ML;0;
1143;NULL;3;737052263137;D&G 3 LIMPERATRICE 100ML;0;
1144;NULL;3;737052263083;D&G 6 LAMOUREUX 100ML;0;
1145;NULL;3;8011003071142;D.G SICILY 50ML;0;
1146;NULL;3;3614225452949;DAISY LOVE EDT 30ML;0;
1147;NULL;3;3331436000010;DALIMANIA 30 ML;0;
1148;NULL;3;3331430850031;DALISSIME 100ML;0;
1149;NULL;3;3331430850017;DALISSIME 30ML;0;
1150;NULL;3;3331430850024;DALISSIME 50ML;0;
1151;NULL;3;3331436600012;DALISTYLE 30ML;0;
1152;NULL;3;737052031415;DARK BLUE HOM 75ML;0;
1153;NULL;3;737052031422;DARK BLUE HOM. 125ML;0;
1154;NULL;3;5012874212262;DAVID BECKHAM INSTINCT 50ML;0;
1155;NULL;3;5012874212279;DAVID BECKHAM INSTINCT 75ML;0;
1156;NULL;3;719346078351;DAYTONA 500 30ML;0;
1157;NULL;3;5060053115002;DEEP BLUE H 100ML;0;
1158;NULL;3;737052683553;DEEP RED FEM 90ML;0;
1159;NULL;3;737052744131;DEEP RED FEM. 30 ML;0;
1160;NULL;3;737052683522;DEEP RED FEM. 50 ML;0;
1161;NULL;3;3414200123051;DESEO F 100ML;0;
1162;NULL;3;3414200123037;DESEO F 50ML;0;
1163;NULL;3;5060053116184;DESIRES F 100ML;0;
1164;NULL;3;7791293028774;DESO AXE BLACK;0;
1165;NULL;3;4005808715695;DESO NIVEA MEN 150ML;0;
1166;NULL;3;7798108451659;DESODORANTE KEVINGSTON FUTEBOL;0;
1167;NULL;3;7798108451673;DESODORANTE KEVINGSTON POLO;0;
1168;NULL;3;7798108452892;DESODORANTE KEVINGSTON TENIS;0;
1169;NULL;3;7798108452083;DESOSORANTE KEVINGSTON HALTEROFILISTA;0;
1170;NULL;3;5411085000574;DIABLE BLEU 100ML;0;
1171;NULL;3;3760060360953;DIAMOND BLACK H 130ML;0;
1172;NULL;3;3760060360977;DIAMOND TROPICAL F 130ML;0;
1173;NULL;3;8411061771907;DIAVOLO H 100ML;0;
1174;NULL;3;3605521022035;DIESEL FOR LIFE SUMER F 75ML;0;
1175;NULL;3;4085400273571;DIESEL GREEN F 75ML;0;
1176;NULL;3;4085400272000;DIESEL H 75ML;0;
1177;NULL;3;3605521409133;DIESEL LIFE COLLECTION F 75ML;0;
1178;NULL;3;3605521470713;DIESEL LIFE COLLECTION H 50ML;0;
1179;NULL;3;3605521409256;DIESEL LIFE COLLECTION H 75ML;0;
1180;NULL;3;3605520385568;DIESEL LIFE F 50ML;0;
1181;NULL;3;3605520501456;DIESEL LIFE F 75ML;0;
1182;NULL;3;3605520386442;DIESEL LIFE H 50ML;0;
1183;NULL;3;3605520501517;DIESEL LIFE H 75ML;0;
1184;NULL;3;3605521132437;DIESEL LOVERDOSE F 50ML;0;
1185;NULL;3;3605521132499;DIESEL LOVERDOSE F 75ML;0;
1186;NULL;3;3605521885937;DIESEL LOVERDOSE TATTOO 75ML;0;
1187;NULL;3;3605520680014;DIESEL ONLY BRAVE 50ML;0;
1188;NULL;3;3605520680076;DIESEL ONLY BRAVE 75ML;0;
1189;NULL;3;4085400191509;DIESEL PLUS PLUS F 75ML;0;
1190;NULL;3;4085400291001;DIESEL PLUS PLUS H 75ML;0;
1191;NULL;3;4085400271003;DIESEL ZERO PLUS F 75ML;0;
1192;NULL;3;3348900539570;DIOR ADDICT 100 ML;0;
1193;NULL;3;3348900638822;DIOR ADDICT 2 50ML;0;
1194;NULL;3;3348900539495;DIOR ADDICT 20 ML;0;
1195;NULL;3;3348900539501;DIOR ADDICT 50 ML;0;
1196;NULL;3;3348900821880;DIOR ADDICT SHINE 100ML;0;
1197;NULL;3;3348900662636;DIOR H 100ML;0;
1198;NULL;3;3348900662629;DIOR H 50ML;0;
1199;NULL;3;3348901419147;DIOR HOMME 100ML;0;
1200;NULL;3;3348900662667;DIOR HOMME DEO 150ML;0;
1201;NULL;3;3348900838185;DIOR HOMME INTENSE 100ML;0;
1202;NULL;3;3348900838178;DIOR HOMME INTENSE 50ML;0;
1203;NULL;3;3348901070416;DIOR HOMME SPORT 100ML;0;
1204;NULL;3;3348901387323;DIOR HOMME SPORT 200ML;0;
1205;NULL;3;3348901070423;DIOR HOMME SPORT 50ML;0;
1206;NULL;3;3348900856479;DIOR HOMME SPORT DEO 150ML;0;
1207;NULL;3;3348901333061;DIOR HOMME SPORT H 125ML;0;
1208;NULL;3;3348900644571;DIOR STAILE 50ML;0;
1209;NULL;3;763511009800;DKNY BE DELICIOUS EDP 30ML;0;
1210;NULL;3;763511009817;DKNY BE DELICIOUS EDP 50ML;0;
1211;NULL;3;763511009824;DKNY BE DELICIOUS F 100ML;0;
1212;NULL;3;22548109335;DKNY BE DELICIOUS H 100ML;0;
1213;NULL;3;22548355114;DKNY BE TEMPTED F 100ML;0;
1214;NULL;3;763511100002;DKNY F EDP 50ML;0;
1215;NULL;3;763511101238;DKNY H 100ML;0;
1216;NULL;3;763511100019;DNKY F 100ML;0;
1217;NULL;3;6291100173242;DOLBY H 100ML;0;
1218;NULL;3;8011003070282;DOLCE GABANA 25ML;0;
1219;NULL;3;737052746937;DOLCE GABANNA DOLCE F 75ML;0;
1220;NULL;3;8011003070329;DOLCE GABANNA F 100ML;1;
1221;NULL;3;8011003070305;DOLCE GABANNA F 50ML;0;
1222;NULL;3;3423473020776;DOLCE GABANNA H 125ML;0;
1223;NULL;3;8011003072071;DOLCE GABANNA H 40ML;0;
1224;NULL;3;8011003072088;DOLCE GABANNA H 75ML;0;
1225;NULL;3;737052783451;DOLCE GABANNA INTENSO H 125ML;0;
1226;NULL;3;737052783574;DOLCE GABANNA INTENSO H 75ML;0;
1227;NULL;3;73705202808;DOLCE GABANNA THE 50ML F;0;
1228;NULL;3;737052598079;DOLCE GABBANA EDP F 100ML;0;
1229;NULL;3;737052598031;DOLCE GABBANA EDP F 50ML;0;
1230;NULL;3;737052714905;DOLCE GABBANA INTENSE 100ML;0;
1231;NULL;3;737052714875;DOLCE GABBANA INTENSE 50ML;0;
1232;NULL;3;3348900236738;DOLCE VITA 100ML;0;
1233;NULL;3;3348900236721;DOLCE VITA 30 ML;0;
1234;NULL;3;3348900236714;DOLCE VITA 50 ML;0;
1235;NULL;3;3457460005064;DOLINE F 100ML;0;
1236;NULL;3;5055121800881;DOLINE KISS F 100ML;0;
1237;NULL;3;3457460001738;DOLINE PARIS F 100ML;0;
1238;NULL;3;3457460005088;DOLINE SECRETS F 100ML;0;
1239;NULL;3;5906588001406;DOMINIKANA BLUE F 20ML;0;
1240;NULL;3;5906588003097;DOMINIKANA BLUE F100ML;0;
1241;NULL;3;5414666011488;DORALL COLLECTION 100ML;24;
1242;NULL;3;3442151005829;DORIANE F 100ML;0;
1243;NULL;3;3360372017332;DRAKAR 200ML;0;
1244;NULL;3;3360372009436;DRAKKAR 100ML;0;
1245;NULL;3;3360372050827;DRAKKAR 30ML;0;
1246;NULL;3;3360372009443;DRAKKAR 50ML;0;
1247;NULL;3;3360372079927;DRAKKAR DEO 150ML;0;
1248;NULL;3;3605053041085;DRAKKAR NOIR EDITION LIMITED 50ML;0;
1249;NULL;3;5060053110069;DREAMS F 50ML;0;
1250;NULL;3;3348900103870;DUNE FEM. 100ML;0;
1251;NULL;3;3348900103832;DUNE FEM. 30 ML;0;
1252;NULL;3;3348900103856;DUNE FEM. 50 ML;0;
1253;NULL;3;3348900321861;DUNE HOM 100ML;0;
1254;NULL;3;3348900321854;DUNE HOM 50ML;0;
1255;NULL;3;3348900321847;DUNE HOM. 30 ML;0;
1256;NULL;3;3139420225018;DUNHILL DESIRE 100ML;0;
1257;NULL;3;3139420224011;DUNHILL DESIRE 50ML;0;
1258;NULL;3;3139420324018;DUNHILL XCENTRIC 50ML;0;
1259;NULL;3;6001495000357;DURBANVILLE HILLS CHARDONNAY 2016;0;
1260;NULL;3;3494800120032;DYNASTIE F 100ML;0;
1261;NULL;3;3494800120049;DYNASTIE F 30ML;0;
1262;NULL;3;3494800240037;DYNASTIE GOLDEN 100ML;0;
1263;NULL;3;3494800240044;DYNASTIE GOLDEN F 30ML;0;
1264;NULL;3;3494800240020;DYNASTIE GOLDEN F 50ML;0;
1265;NULL;3;3494800220039;DYNASTIE MADEMOISELLE F 100ML;0;
1266;NULL;3;3494800120025;DYNATIE F 50ML;0;
1267;NULL;3;3360372116271;E.A CITY FEM 100ML;0;
1268;NULL;3;3360372116264;E.A CITY FEM 50ML;0;
1269;NULL;3;3360372116158;E.A CITY MASC 100ML;0;
1270;NULL;3;3360372116134;E.A CITY MASC 30ML;0;
1271;NULL;3;3360372116141;E.A CITY MASC 50ML;0;
1272;NULL;3;3605520380310;E.A DIAMONDS F 100ML;0;
1273;NULL;3;3605520380259;E.A DIAMONDS F 50ML;0;
1274;NULL;3;3605520381034;E.A DIAMONDS H 50ML;0;
1275;NULL;3;3605520381096;E.A DIAMONDS H 75ML;0;
1276;NULL;3;3360372074854;E.A NIGHT 100ML;0;
1277;NULL;3;3360372074847;E.A NIGHT 50ML;0;
1278;NULL;3;3360372075035;E.A NIGHT M 100ML;0;
1279;NULL;3;3360372075028;E.A NIGHT M 50ML;0;
1280;NULL;3;3605520262517;E.A REMIX F 100ML;0;
1281;NULL;3;3605520262500;E.A REMIX F 50ML;0;
1282;NULL;3;3605520262388;E.A REMIX H 100ML;0;
1283;NULL;3;3605520262371;E.A REMIX H 50ML;0;
1284;NULL;3;3442151008875;EARRINGS F 100ML;0;
1285;NULL;3;3360373052738;EAU D EDEN 50ML;0;
1286;NULL;3;3432240005908;EAU DE CARTIER 100ML;0;
1287;NULL;3;3432240008718;EAU DE CARTIER H 50ML;0;
1288;NULL;3;3331430842012;EAU DE DALI 30ML;0;
1289;NULL;3;3331438450103;EAU DE DALI F 30ML;0;
1290;NULL;3;3348900484467;EAU DE DIOR ENERGIZING 75 ML;0;
1291;NULL;3;3348900484412;EAU DE DIOR RELAXING 75 ML;0;
1292;NULL;3;5906588002885;EAU DE FURIE F 20ML;0;
1293;NULL;3;5906588001963;EAU DE FURIE F100ML;0;
1294;NULL;3;3607342274891;EAU DE GLOW F 100ML;0;
1295;NULL;3;3494800080039;EAU DE LYS 100ML;0;
1296;NULL;3;3494800080046;EAU DE LYS 30ML;0;
1297;NULL;3;3331436101014;EAU DE RUBYLIPS 30ML;0;
1298;NULL;3;3331436101021;EAU DE RUBYLIPS 50ML;0;
1299;NULL;3;3274870402364;EAU DEMOISELLE F 100ML;0;
1300;NULL;3;3346131700011;EAU DES MERVEILLES 100ML;0;
1301;NULL;3;3605520662799;EAU MEGA F 50ML;0;
1302;NULL;3;3386461515671;ECLAT D ARPEGE F 100ML;0;
1303;NULL;3;3360373048885;EDEN 100ML;0;
1304;NULL;3;3360373048861;EDEN 30ML;0;
1305;NULL;3;3360373048878;EDEN 50ML;0;
1306;NULL;3;3145891144505;EGOISTE H 50ML;0;
1307;NULL;3;3474630476912;ELIXIR KERASTASE VERDE;0;
1308;NULL;3;3474630346826;ELIXIR KULTIME 125ML;0;
1309;NULL;3;3365440332546;ELLE 90ML;0;
1310;NULL;3;3365440332522;ELLE F 50ML;0;
1311;NULL;3;555;EMBALAGEM;0;
1312;NULL;3;147;EMPORIO ARMANE F 100ML;0;
1313;NULL;3;3360372061786;EMPORIO ARMANE F 30ML;0;
1314;NULL;3;411;EMPORIO ARMANE F 50ML;0;
1315;NULL;3;3360372061830;EMPORIO ARMANE H 100ML;0;
1316;NULL;3;3360372061816;EMPORIO ARMANE H 30ML;0;
1317;NULL;3;3360372061823;EMPORIO ARMANE H 50ML;0;
1318;NULL;3;3360372035541;EMPORIO ARMANI WHITE FEM. 30 ML;0;
1319;NULL;3;3360372035572;EMPORIO ARMANI WHITE HOM. 30 ML;0;
1320;NULL;3;3700108350591;ENCHANT YOUR LIFE  PINK 100ML;4;
1321;NULL;3;3607348541690;ENCOUNTER H 100ML;0;
1322;NULL;3;5060053110755;ENERGY H 100ML;0;
1323;NULL;3;737052266053;ESCADA DESIRE F 75ML;0;
1324;NULL;3;737052430515;ESCADA ESPECIALLY F 50ML;0;
1325;NULL;3;3393670013027;ESCADA F 100ML;0;
1326;NULL;3;3393670013003;ESCADA F 30ML;0;
1327;NULL;3;3393670040016;ESCADA H 40ML;0;
1328;NULL;3;737052157443;ESCADA INCREDIBLE F 50ML;0;
1329;NULL;3;737052157450;ESCADA INCREDIBLE F 75ML;0;
1330;NULL;3;737052507545;ESCADA ISLAND KISS F 100ML;0;
1331;NULL;3;3393670000027;ESCADA MAGNETISM 75ML;0;
1332;NULL;3;3393670000034;ESCADA MAGNETISM F 50ML;0;
1333;NULL;3;3393670170072;ESCADA SENTIMENT 50ML;0;
1334;NULL;3;737052507811;ESCADA SEXY GRAFFITI F 100ML;0;
1335;NULL;3;88300108404;ESCAPE F 100ML;0;
1336;NULL;3;88300108305;ESCAPE F 50ML;0;
1337;NULL;3;88300100514;ESCAPE H 100ML;0;
1338;NULL;3;88300100507;ESCAPE H 50ML;0;
1339;NULL;3;7898478495823;ESMALTE AMA;0;
1340;NULL;3;7898478495533;ESMALTE AMERICA;0;
1341;NULL;3;7898478495779;ESMALTE AMSTERDA;0;
1342;NULL;3;7898478495625;ESMALTE ATENAS;0;
1343;NULL;3;7898478495816;ESMALTE BAGDA;0;
1344;NULL;3;7898478495564;ESMALTE BANGCOC;0;
1345;NULL;3;7898478435304;ESMALTE BARCELONA;0;
1346;NULL;3;7898478495830;ESMALTE BEIRUTE;0;
1347;NULL;3;7898478495861;ESMALTE BERLIM;0;
1348;NULL;3;7898478495335;ESMALTE BIBAO;0;
1349;NULL;3;7898478495434;ESMALTE BISSAU;0;
1350;NULL;3;7898478495489;ESMALTE BRASIL;0;
1351;NULL;3;7898478495496;ESMALTE BRILHO FRANCA;0;
1352;NULL;3;7898478495595;ESMALTE BRUXELAS;0;
1353;NULL;3;7898478495762;ESMALTE BUDAPESTE;0;
1354;NULL;3;7898478495373;ESMALTE CAIMBRA;0;
1355;NULL;3;7898478495427;ESMALTE CAIRO;0;
1356;NULL;3;7898478435847;ESMALTE CANBERRA;0;
1357;NULL;3;7898478495250;ESMALTE CANNES;0;
1358;NULL;3;7898478495397;ESMALTE CHICAGO;0;
1359;NULL;3;7898418695856;ESMALTE COPENHAGUE;0;
1360;NULL;3;7898478495663;ESMALTE CORONA;0;
1361;NULL;3;7898478495458;ESMALTE DACAR;0;
1362;NULL;3;7898478495687;ESMALTE DENVER;0;
1363;NULL;3;7898478495502;ESMALTE ESPANHA;0;
1364;NULL;3;7898478495793;ESMALTE ESTOCOLME;0;
1365;NULL;3;7898478495557;ESMALTE EUROPE;0;
1366;NULL;3;7898478495212;ESMALTE GENEBRA;0;
1367;NULL;3;7898478495878;ESMALTE HANOI;0;
1368;NULL;3;7898478495601;ESMALTE HANOVER;0;
1369;NULL;3;7898478495465;ESMALTE HAVANA;0;
1370;NULL;3;7292478495287;ESMALTE HICE;0;
1371;NULL;3;7898478495731;ESMALTE HIROSHIMA;0;
1372;NULL;3;7898478495700;ESMALTE HOLLYWOOD;0;
1373;NULL;3;7898478495519;ESMALTE ITALIA;0;
1374;NULL;3;7898478495526;ESMALTE JAPAO;0;
1375;NULL;3;7898478495724;ESMALTE KOBE;0;
1376;NULL;3;7898478495380;ESMALTE LAS VEGAS;0;
1377;NULL;3;7898478495656;ESMALTE LISBOA;0;
1378;NULL;3;7898478495403;ESMALTE LONDRES;0;
1379;NULL;3;7898478495298;ESMALTE MADRI;0;
1380;NULL;3;7898478495717;ESMALTE MIAMI;0;
1381;NULL;3;7292418495889;ESMALTE MILAO;0;
1382;NULL;3;7898478495786;ESMALTE MONACO;0;
1383;NULL;3;7898478495618;ESMALTE MUNIQUE;0;
1384;NULL;3;7898478495748;ESMALTE NAGASAKI;0;
1385;NULL;3;7898478495441;ESMALTE NAIROBI;0;
1386;NULL;3;7898478495281;ESMALTE NICE;0;
1387;NULL;3;7298478295520;ESMALTE OCEANIA;0;
1388;NULL;3;7898478495243;ESMALTE OSAKA;0;
1389;NULL;3;7898478495274;ESMALTE PARIS;0;
1390;NULL;3;7898478495359;ESMALTE PEQUIM;0;
1391;NULL;3;7898478435342;ESMALTE PORTO;0;
1392;NULL;3;7898478495908;ESMALTE PORTUGAL;0;
1393;NULL;3;7898478495588;ESMALTE PRAGA;0;
1394;NULL;3;7898478495632;ESMALTE ROMA;0;
1395;NULL;3;7898478495885;ESMALTE SALVADOR;0;
1396;NULL;3;7898478495670;ESMALTE SAN DIEGO;0;
1397;NULL;3;7898478495571;ESMALTE SEUL;0;
1398;NULL;3;7898478495328;ESMALTE SEVILHA;0;
1399;NULL;3;7898478495892;ESMALTE SICILIA;0;
1400;NULL;3;7898478495755;ESMALTE TORONTO;0;
1401;NULL;3;7898418495371;ESMALTE VALENCA;0;
1402;NULL;3;7898478495809;ESMALTE VARSOVIA;0;
1403;NULL;3;7898478495649;ESMALTE VENEZA;0;
1404;NULL;3;7898478495236;ESMALTE VIENA;0;
1405;NULL;3;7898478495472;ESMALTE WASHIGNTON;0;
