id;id_product;id_loja;cod_prod;titulo;estoque_qtd
(2331;NULL;'003';'3365440212213';'M7 100ML';0),
(2332;NULL;'003';'3365440212176';'M7 50ML';0),
(2333;NULL;'003';'1942';'MACACAO AIR FLO AMICIA';6),
(2334;NULL;'003';'2814';'MACACAO ALFAIATARIA LA';3),
(2335;NULL;'003';'1';'MACACAO DECOTE V MOLETINHO REOBOTE';1),
(2336;NULL;'003';'247';'MACACAO LA CASA DE PAPEL REOBOTE';1),
(2337;NULL;'003';'245';'MACACAO LINHO CUTO REOBOTE';4),
(2338;NULL;'003';'156';'MACACAO LONGO VISCO LINHO REBOBOTE';2),
(2339;NULL;'003';'6205';'MACACAO MANGA PRINCESA JEANS KISS';10),
(2340;NULL;'003';'20138';'MACACAO MOLETINHO C CAPUZ KARITAS';2),
(2341;NULL;'003';'249';'MACACAO MOLETINHO TRANSP VE REOBOTE';1),
(2342;NULL;'003';'1949';'MACACAO PANTACOUR AMICIA';3),
(2343;NULL;'003';'1949';'MACACAO PANTACOUR AMICIA';1),
(2344;NULL;'003';'1504';'MACACAO PANTACUR PLUS SIZE';3),
(2345;NULL;'003';'6167';'MACACAO SARJA CURTO KISS';2),
(2346;NULL;'003';'1888';'MACACAO VISCOLINHO AMICIA';7),
(2347;NULL;'003';'102';'MACAQUINHO C BOTAO PLUS';6),
(2348;NULL;'003';'2724A';'MACAQUINHO COTON LA';2),
(2349;NULL;'003';'6146';'MACAQUINHO JEANS ELAS KISS';3),
(2350;NULL;'003';'3139420000615';'MADAME ROCHAS F 100ML';0),
(2351;NULL;'003';'875990000732';'MADEMOISELLE F 100ML';0),
(2352;NULL;'003';'918122938883';'MADONA MASQUERADE F 100ML';0),
(2353;NULL;'003';'718122938681';'MADONA MUSICAL F 100ML';0),
(2354;NULL;'003';'718122938780';'MADONA SENSUAL F 100ML';0),
(2355;NULL;'003';'718122938582';'MADONA SPARKLE F 100ML';0),
(2356;NULL;'003';'5055810015169';'MAGNATA ZIRCONIA PRIVE F';3),
(2357;NULL;'003';'3605530605021';'MAGNIFIQUE 30ML';0),
(2358;NULL;'003';'3605530604420';'MAGNIFIQUE 50ML';0),
(2359;NULL;'003';'3605530404877';'MAGNIFIQUE 75ML';0),
(2360;NULL;'003';'7898506258468';'MALETA MAQUIAGEM ML2-3';0),
(2361;NULL;'003';'7899495703557';'MALETA MAQUIAGEM V677';0),
(2362;NULL;'003';'7898506252855';'MALETA ML2-2';0),
(2363;NULL;'003';'7898506252848';'MALETA V510';0),
(2364;NULL;'003';'3360372019541';'MANIA 30ML';0),
(2365;NULL;'003';'7501035025165';'MARGARITA JOSE CUERVO MIX';4),
(2366;NULL;'003';'719346107785';'MARIAH CAREY 30ML';0),
(2367;NULL;'003';'3494800020035';'MARINA DE BOURBON 100ML';1),
(2368;NULL;'003';'3494800020042';'MARINA DE BOURBON 30 ML';0),
(2369;NULL;'003';'3494800020028';'MARINA DE BOURBON 50ML';0),
(2370;NULL;'003';'3494800026044';'MARINA NUIT F 30ML';0),
(2371;NULL;'003';'7898587773454';'MASC PRO KERATINA 500G';0),
(2372;NULL;'003';'7899026457966';'MASCARA ABOSOLUT REPAIR 200G';0),
(2373;NULL;'003';'7899706174923';'MASCARA ABS GOLD LOREAL 500G';0),
(2374;NULL;'003';'7899706116084';'MASCARA ABS POS QUIMICA 500G';0),
(2375;NULL;'003';'7899706174909';'MASCARA ABS REPAIR QUINOA 250G';0),
(2376;NULL;'003';'7899026486652';'MASCARA ABSOLUT CONTROL 200G';0),
(2377;NULL;'003';'7899026486676';'MASCARA ABSOLUT CONTROL 500ML';0),
(2378;NULL;'003';'7899026457980';'MASCARA ABSOLUT REPAIR 500G';0),
(2379;NULL;'003';'3474630264144';'MASCARA AGE PREMIUM 200ML';0),
(2380;NULL;'003';'7896014174744';'MASCARA AGE RECHARGE 200G';0),
(2381;NULL;'003';'7896014176779';'MASCARA AGE RECHARGE 500ML';0),
(2382;NULL;'003';'381519004711';'MASCARA AUSSIE MOIST 236ML';0),
(2383;NULL;'003';'3474630458109';'MASCARA CHROMA CAPTIVE 200ML';0),
(2384;NULL;'003';'7899026436718';'MASCARA CHROMA RICHE 200ML';0),
(2385;NULL;'003';'7899026436732';'MASCARA CHROMA RICHE 500ML';0),
(2386;NULL;'003';'3474630458062';'MASCARA CHROME CAPTIVE 500G';0),
(2387;NULL;'003';'3474636883257';'MASCARA CHRONOLOGISTE 75ML';2),
(2388;NULL;'003';'3474630540866';'MASCARA CRISAL 500G';0),
(2389;NULL;'003';'3474630540545';'MASCARA CRISTAL LISTE 200ML';0),
(2390;NULL;'003';'3474630477544';'MASCARA ELIXIR KULTIME 500ML';0),
(2391;NULL;'003';'3474630262294';'MASCARA FIBERCEUTIC FINOS 500ML';0),
(2392;NULL;'003';'3474630262263';'MASCARA FIBERCEUTIC GROSSOS 500ML';0),
(2393;NULL;'003';'7896014182909';'MASCARA FORCE RELAX 500G';0),
(2394;NULL;'003';'7899026463417';'MASCARA FORCE VECTOR 200ML';0),
(2395;NULL;'003';'7899026463431';'MASCARA FORCE VECTOR 500G';0),
(2396;NULL;'003';'7899706148023';'MASCARA INFORCE LOREAL 250G';0),
(2397;NULL;'003';'7899706148047';'MASCARA INFORCE LOREAL 500GR';1),
(2398;NULL;'003';'74469475983';'MASCARA JOICO K-PAK 250ML';0),
(2399;NULL;'003';'74469476355';'MASCARA JOICO K-PAK 480ML';1),
(2400;NULL;'003';'74469476553';'MASCARA JOICO MOISTURE 500ML';0),
(2401;NULL;'003';'74469475839';'MASCARA JOICO RECOVERY';1),
(2402;NULL;'003';'3474636494897';'MASCARA KERASTASE CHROMATIQUE 200ML';0),
(2403;NULL;'003';'7899706139250';'MASCARA KERASTASE CHRONOLO 200G';0),
(2404;NULL;'003';'7899706139335';'MASCARA KERASTASE DESINFIQUE 200G';0),
(2405;NULL;'003';'7899706139557';'MASCARA KERASTASE FINOS 200GR';2),
(2406;NULL;'003';'7899706139571';'MASCARA KERASTASE FINOS 500G';0),
(2407;NULL;'003';'7899706139793';'MASCARA KERASTASE FORCE ARCHIT 200G';0),
(2408;NULL;'003';'7899706139519';'MASCARA KERASTASE GROSSOS 200GR';2),
(2409;NULL;'003';'7899706139533';'MASCARA KERASTASE GROSSOS 500ML';0),
(2410;NULL;'003';'7899706135689';'MASCARA KERASTASE NUTRITIVE';1),
(2411;NULL;'003';'3474636613168';'MASCARA KERASTASE RESITANCE';2),
(2412;NULL;'003';'7899026463493';'MASCARA LISS ULTIME 500G';0),
(2413;NULL;'003';'7899706154314';'MASCARA LOREAL ABS 250ML';0),
(2414;NULL;'003';'7898587776776';'MASCARA LOREAL ABS 500GR';0),
(2415;NULL;'003';'3474636568956';'MASCARA LOREAL ABS 75ML';-2),
(2416;NULL;'003';'7899706165938';'MASCARA LOREAL BLOND COOL 500GR';0),
(2417;NULL;'003';'7899706165952';'MASCARA LOREAL BLOND GLOSS';2),
(2418;NULL;'003';'3474636628933';'MASCARA LOREAL BLONDIFIER 200G';0),
(2419;NULL;'003';'3474636569199';'MASCARA LOREAL INFORCE 75ML';0),
(2420;NULL;'003';'347463656893';'MASCARA LOREAL VITAMINO 75ML';0),
(2421;NULL;'003';'347463656893';'MASCARA LOREAL VITAMINO 75ML';0),
(2422;NULL;'003';'7896014181193';'MASCARA LUMINO CONTRAST 500G';0),
(2423;NULL;'003';'3474630471764';'MASCARA MISTHIC OIL 200ML';0),
(2424;NULL;'003';'74469513999';'MASCARA MOISTURE JOICO 500GR';0),
(2425;NULL;'003';'7290013627216';'MASCARA MOROCCANOIL HIDRAT LIGHT 250ML';0),
(2426;NULL;'003';'7290011521004';'MASCARA MOROCCANOIL HYDRATION';0),
(2427;NULL;'003';'7290011521141';'MASCARA MOROCCANOIL REPAIR';0),
(2428;NULL;'003';'3474630471801';'MASCARA MYSTHIC OIL 500ML';0),
(2429;NULL;'003';'7896014194094';'MASCARA NUTRI THERMIQUE 200ML';0),
(2430;NULL;'003';'7896014175925';'MASCARA NUTRITIVE FINOS 200ML';0),
(2431;NULL;'003';'7896014175932';'MASCARA NUTRITIVE GROSSOS 200ML';0),
(2432;NULL;'003';'7896014175963';'MASCARA NUTRITIVE N3 FINOS 500G';0),
(2433;NULL;'003';'7896014175970';'MASCARA NUTRITIVE N3 GROSSOS 500G';0),
(2434;NULL;'003';'7899026436831';'MASCARA OLEO RELAX 200ML';0),
(2435;NULL;'003';'7899706181303';'MASCARA PRO LONGER 250GRM';2),
(2436;NULL;'003';'7896014195596';'MASCARA RECONSTRUCTIVE 200ML';0),
(2437;NULL;'003';'7896014195602';'MASCARA RECONSTRUCTIVE 500G';0),
(2438;NULL;'003';'884486041913';'MASCARA REDKEN ALL SOFT 250ML';0),
(2439;NULL;'003';'884486042187';'MASCARA REDKEN CLEAR MOISTURE 250ML';0),
(2440;NULL;'003';'884486063311';'MASCARA REDKEN SOOTH DOWN 250ML';0),
(2441;NULL;'003';'74469484459';'MASCARA SENSCIENCE RESTORE 150ML';0),
(2442;NULL;'003';'7464804100572';'MASCARA SILICON MIX BAMBU 250GR';0),
(2443;NULL;'003';'7464804100589';'MASCARA SILICON MIX BAMBU 450G';0),
(2444;NULL;'003';'7464804101371';'MASCARA SILICON MIX HIDR 225G';0),
(2445;NULL;'003';'7464804101364';'MASCARA SILICON MIX HIDR 450G';0),
(2446;NULL;'003';'7898947943800';'MASCARA TRUSS BLOND 180G';0),
(2447;NULL;'003';'7898947943787';'MASCARA TRUSS INFUSION 650ML';0),
(2448;NULL;'003';'7898947943718';'MASCARA TRUSS NET 550G';0),
(2449;NULL;'003';'7898947943831';'MASCARA TRUSS PERFECT 180G';2),
(2450;NULL;'003';'7898947943817';'MASCARA TRUSS SPECIFIC 180G';1),
(2451;NULL;'003';'8432225085852';'MASCARA UNIQ ONE 300ML';0),
(2452;NULL;'003';'7899706178709';'MASCARA VITAMINO COLOR';2),
(2453;NULL;'003';'7899026472709';'MASCARA VITAMINO COLOR 500G';0),
(2454;NULL;'003';'7899026472112';'MASCARA X TENSO 500G';0),
(2455;NULL;'003';'3454090001978';'MAX H 100ML';0),
(2456;NULL;'003';'85805063658';'MEDITERRANEAN 50ML';0),
(2457;NULL;'003';'416';'MEDITERRANEO H 100ML';0),
(2458;NULL;'003';'8411061705919';'MEDITERRANEO H 200ML';0),
(2459;NULL;'003';'3137370118619';'MEMOIRE D'HOMME  100ML';0),
(2460;NULL;'003';'3137370117179';'MEMOIRE D'HOMME 60ML';0),
(2461;NULL;'003';'3137370118602';'MEMOIRE D'HOMME DEO 150ML';0),
(2462;NULL;'003';'3595471021014';'MERCEDES BENS H 120ML';0),
(2463;NULL;'003';'3595471081018';'MERCEDES BENS SELECT 100ML';3),
(2464;NULL;'003';'3595471041012';'MERCEDES BENZ CLUB 100ML';0),
(2465;NULL;'003';'3595471041197';'MERCEDES BENZ CLUB BLACK 100ML';0),
(2466;NULL;'003';'3595471041036';'MERCEDES BENZ CLUB EXTREME 100ML';0),
(2467;NULL;'003';'3595471031037';'MERCEDES BENZ EDP F 30ML';0),
(2468;NULL;'003';'3954710341020';'MERCEDES BENZ EDP F 60ML';0),
(2469;NULL;'003';'3595471031013';'MERCEDES BENZ EDP F 90ML';0),
(2470;NULL;'003';'3595471071026';'MERCEDES BENZ F 60ML EDP';0),
(2471;NULL;'003';'3595471021038';'MERCEDES BENZ H 40ML';0),
(2472;NULL;'003';'3595471021021';'MERCEDES BENZ H 75ML';0),
(2473;NULL;'003';'3595471021113';'MERCEDES BENZ INTENSE H 120ML';0),
(2474;NULL;'003';'3595471021137';'MERCEDES BENZ INTENSE H 40ML';0),
(2475;NULL;'003';'3595471021120';'MERCEDES BENZ INTENSE H 75ML';0),
(2476;NULL;'003';'3595471061010';'MERCEDES BENZ MAN 100ML';6),
(2477;NULL;'003';'3595471061171';'MERCEDES BENZ MAN INTENSE 100ML';1),
(2478;NULL;'003';'3595471081032';'MERCEDES BENZ SELECT NIGHT 100ML';5),
(2479;NULL;'003';'3595471021144';'MERCEDES BENZ SPORT 100ML';0),
(2480;NULL;'003';'3595471021168';'MERCEDES BENZ SPORT 40ML';0),
(2481;NULL;'003';'3595471091017';'MERCEDES BENZ THE MOVE 100ML';2),
(2482;NULL;'003';'3595471051011';'MERCEDES VIP CLUB BY ANNIE';0),
(2483;NULL;'003';'3595471051073';'MERCEDES VIP CLUB BY HANORINE';0),
(2484;NULL;'003';'3595471051042';'MERCEDES VIP CLUB BY HARRY';0),
(2485;NULL;'003';'3414201420302';'MIAMI GLOW F 100ML';0),
(2486;NULL;'003';'22548289655';'MICHAEL KORS SEXY AMBER 100ML';1),
(2487;NULL;'003';'719346635035';'MIDNIGHT BODY 236ML';1),
(2488;NULL;'003';'3349666007921';'MILLION 100ML';1),
(2489;NULL;'003';'3349666007891';'MILLION 50ML';0),
(2490;NULL;'003';'3349666007945';'MILLION DEO 150ML';0),
(2491;NULL;'003';'3349668566372';'MILLION EDT 200ML';1),
(2492;NULL;'003';'3349668517572';'MILLION EDT 50ML';0),
(2493;NULL;'003';'3349668540792';'MILLION F CREME 200ML';0),
(2494;NULL;'003';'3349668508471';'MILLION F EDP 30ML';1),
(2495;NULL;'003';'3349668508488';'MILLION F EDP 50ML';1),
(2496;NULL;'003';'3349668508587';'MILLION F EDP 80ML';0),
(2497;NULL;'003';'3349668517565';'MILLION F EDT 80ML';0),
(2498;NULL;'003';'3349667000013';'MILLION H 100ML PRIVE';0),
(2499;NULL;'003';'3349668512140';'MILLION H 20ML';0),
(2500;NULL;'003';'3349668540839';'MILLION H 30ML';0),
(2501;NULL;'003';'3349668547791';'MILLION H COLECIONADOR 100ML';0),
(2502;NULL;'003';'334966853584';'MILLION H PRIVE 50ML';0),
(2503;NULL;'003';'3349668520749';'MILLION INTENSE H 100ML';1),
(2504;NULL;'003';'3349668520732';'MILLION INTENSE H 50ML';0),
(2505;NULL;'003';'3349668562732';'MILLION LUCKY 50ML F';1),
(2506;NULL;'003';'3349668562671';'MILLION LUCKY H 100ML';0),
(2507;NULL;'003';'3349668524587';'MILLION MY GOLD F 50ML';0),
(2508;NULL;'003';'3349668524570';'MILLION MY GOLD F 80ML';0),
(2509;NULL;'003';'3349668579839';'MILLION PARFUM H 100ML';1),
(2510;NULL;'003';'3610400000677';'MILLIONAIRE 100ML';0),
(2511;NULL;'003';'437';'MINIATURA';0),
(2512;NULL;'003';'3360373007912';'MINOTAURE 125ML';0),
(2513;NULL;'003';'3360373007905';'MINOTAURE 75ML';0),
(2514;NULL;'003';'3147758029383';'MIRACLE F 100ML';0),
(2515;NULL;'003';'3147758029406';'MIRACLE F 30ML';1),
(2516;NULL;'003';'3147758029390';'MIRACLE F 50ML';0),
(2517;NULL;'003';'3147754020261';'MIRACLE FOREVER 75ML';0),
(2518;NULL;'003';'3147758100754';'MIRACLE SO MAGIC 50 ML';0),
(2519;NULL;'003';'5060053114401';'MIRAGE H 100ML';0),
(2520;NULL;'003';'3348901300049';'MISS DIOR ABSOLUTELY BLOOMING 100ML';0),
(2521;NULL;'003';'3348900871977';'MISS DIOR BLOOMING 30ML';0),
(2522;NULL;'003';'3348900871991';'MISS DIOR BLOOMING BOUQUET 100ML';0),
(2523;NULL;'003';'3348900871984';'MISS DIOR BLOOMING BOUQUET 50ML';0),
(2524;NULL;'003';'3348901395366';'MISS DIOR BLOOMING ROLLER 20ML';0),
(2525;NULL;'003';'3348901362832';'MISS DIOR EDP 100ML';1),
(2526;NULL;'003';'3348901362849';'MISS DIOR EDP 30ML';0),
(2527;NULL;'003';'3348901016278';'MISS DIOR EDP 50ML';0),
(2528;NULL;'003';'3348901132886';'MISS DIOR EDT 100ML';0),
(2529;NULL;'003';'3348900142305';'MISS DIOR EDT 50ML';0),
(2530;NULL;'003';'3457460005095';'MISS LALOA 100ML';0),
(2531;NULL;'003';'392';'MISS VARENS F 30ML';0),
(2532;NULL;'003';'8715658999195';'MIXED EMOTIONS 100ML';0),
(2533;NULL;'003';'4004711282409';'MOMENTS 30ML';0),
(2534;NULL;'003';'3494800090045';'MON BOUQUET 30ML';0),
(2535;NULL;'003';'3494800090021';'MON BOUQUET 50ML';0),
(2536;NULL;'003';'766124307660';'MONT B COOL 50ML';0),
(2537;NULL;'003';'737052076881';'MONT B FEMME 30ML';0),
(2538;NULL;'003';'73705207687';'MONT B FEMME 50 ML';0),
(2539;NULL;'003';'3705207686';'MONT B FEMME 75 ML';0),
(2540;NULL;'003';'3386460040211';'MONT B LEGEND F 50ML';0),
(2541;NULL;'003';'3386460040204';'MONT B LEGEND F 75ML';0),
(2542;NULL;'003';'3386460043168';'MONT B LEGEND SPECIAL H 100ML';0),
(2543;NULL;'003';'766124213589';'MONT BLANC COOL H 75ML';0),
(2544;NULL;'003';'3386460058742';'MONT BLANC EMBLEM 40ML';0),
(2545;NULL;'003';'3386460058735';'MONT BLANC EMBLEM 60ML';0),
(2546;NULL;'003';'3386460058780';'MONT BLANC EMBLEM INTENSE 100ML';0),
(2547;NULL;'003';'3386460085854';'MONT BLANC EMBLEM L EAU EDT 75ML';0),
(2548;NULL;'003';'3386460058728';'MONT BLANC EMBLEN 100ML';1),
(2549;NULL;'003';'737052091594';'MONT BLANC ESPCIAL EDITION 75 ML';0),
(2550;NULL;'003';'3386460101035';'MONT BLANC EXPLORE 100ML';1),
(2551;NULL;'003';'3386460121514';'MONT BLANC EXPLORER ULTRA BLUE H 100ML';3),
(2552;NULL;'003';'766124253707';'MONT BLANC F 30ML';0),
(2553;NULL;'003';'766124303297';'MONT BLANC IND F 50ML';0),
(2554;NULL;'003';'766124303273';'MONT BLANC IND F 75ML';2),
(2555;NULL;'003';'766124300579';'MONT BLANC IND H 50ML';0),
(2556;NULL;'003';'766124300562';'MONT BLANC IND H 75ML';0),
(2557;NULL;'003';'766124253554';'MONT BLANC INTENCE 75ML';0),
(2558;NULL;'003';'240';'MONT BLANC INTENSE F 50ML';0),
(2559;NULL;'003';'3386460081931';'MONT BLANC LADY ELIXIR EDP 75ML';1),
(2560;NULL;'003';'3386460070423';'MONT BLANC LADY EMBLEM EDP 30ML';0),
(2561;NULL;'003';'3386460066198';'MONT BLANC LADY EMBLEM EDP 50ML';0),
(2562;NULL;'003';'3386460066181';'MONT BLANC LADY EMBLEM EDP 75ML';1),
(2563;NULL;'003';'3386460085861';'MONT BLANC LADY EMBLEM LEAU 50ML';0),
(2564;NULL;'003';'3386460062909';'MONT BLANC LEGEND BODY 200ML';0),
(2565;NULL;'003';'3386460047449';'MONT BLANC LEGEND DEO';0),
(2566;NULL;'003';'3386460032681';'MONT BLANC LEGEND H 100ML';1),
(2567;NULL;'003';'3386460074797';'MONT BLANC LEGEND H 200ML';0),
(2568;NULL;'003';'4511';'MONT BLANC LEGEND H 30ML';0),
(2569;NULL;'003';'3386460032698';'MONT BLANC LEGEND H 50ML';0),
(2570;NULL;'003';'3386460055444';'MONT BLANC LEGEND INT H 100ML';0),
(2571;NULL;'003';'3386460056304';'MONT BLANC LEGEND INT H 50ML';0),
(2572;NULL;'003';'3386460087940';'MONT BLANC LEGEND NIGHT 100ML';0),
(2573;NULL;'003';'3386460118125';'MONT BLANC LEGEND PARFUM H 100ML';1),
(2574;NULL;'003';'3386460074827';'MONT BLANC LEGEND SPIRIT 100ML';0),
(2575;NULL;'003';'766124253509';'MONT BLANC PRESENCE F 75ML';1),
(2576;NULL;'003';'766124213602';'MONT BLANC PRESENCE H 50ML';0),
(2577;NULL;'003';'766124213503';'MONT BLANC PRESENCE H 75ML';1),
(2578;NULL;'003';'3386460113588';'MONT BLANC SGNATURE';0),
(2579;NULL;'003';'3386460113601';'MONT BLANC SIGNATURE 30ML';0),
(2580;NULL;'003';'3386460113595';'MONT BLANC SIGNATURE 50ML';1),
(2581;NULL;'003';'766124306397';'MONT BLANC STARWALKER 50ML';0),
(2582;NULL;'003';'3386460028462';'MONT BLANC STARWALKER 75ML';1),
(2583;NULL;'003';'6291100171859';'MONTE CARLO H 50ML';0),
(2584;NULL;'003';'7290011521639';'MOROCCANOIL 500ML';0),
(2585;NULL;'003';'7290011521011';'MOROCCANOIL OLEO ARGAN 100ML';0),
(2586;NULL;'003';'8011003061327';'MOSCHINO 100ML';0),
(2587;NULL;'003';'86';'MOSCHINO 30ML';0),
(2588;NULL;'003';'8011003061303';'MOSCHINO 50ML';0),
(2589;NULL;'003';'8011003066322';'MOSCHINO COUTURE 100ML';0),
(2590;NULL;'003';'8011003066308';'MOSCHINO COUTURE 50ML';0),
(2591;NULL;'003';'8011003991617';'MOSCHINO FUNNY 100ML';0),
(2592;NULL;'003';'8011003991600';'MOSCHINO FUNNY 50ML';0),
(2593;NULL;'003';'8011003991457';'MOSCHINO LOVE 100ML';0),
(2594;NULL;'003';'8011003991136';'MOSCHINO LOVE 30ML';0),
(2595;NULL;'003';'8011003991143';'MOSCHINO LOVE 50ML';0),
(2596;NULL;'003';'8011003064106';'MOSCHINO UOMO 125ML';0),
(2597;NULL;'003';'8011003064076';'MOSCHINO UOMO 40ML';0),
(2598;NULL;'003';'8011003064083';'MOSCHINO UOMO 75ML';0),
(2599;NULL;'003';'8011003652808';'MOSCHINO VERDE 30ML';0),
(2600;NULL;'003';'8011003065301';'MOSCHINO VERDE 50ML';0),
(2601;NULL;'003';'5045419039635';'MY BURBERRY EDP 30ML';0),
(2602;NULL;'003';'5045419039628';'MY BURBERRY EDP 50ML';0),
(2603;NULL;'003';'5045419039611';'MY BURBERRY EDP 90ML';0),
(2604;NULL;'003';'3214870332357';'MY F 50ML';0),
(2605;NULL;'003';'3346470101852';'MY INSOLENCE F 100ML';0),
(2606;NULL;'003';'3346470101838';'MY INSOLENCE F 50ML';0),
(2607;NULL;'003';'3614272907690';'MY WAY GIORGIO ARMANI 90ML';0),
(2608;NULL;'003';'3614272907652';'MY WAY GIORGIO ARMANI EDP 30ML';2),
(2609;NULL;'003';'3614272907676';'MY WAY GIORGIO ARMANI EDP 50ML';1),
(2610;NULL;'003';'5425017730538';'N.B 2 MEN';0),
(2611;NULL;'003';'5425017730651';'N.B BLUE SKY 100ML';0),
(2612;NULL;'003';'802822002572';'N.B BLUE SKY H 100ML';0),
(2613;NULL;'003';'5425017730873';'N.B CANCAN F 100ML';0),
(2614;NULL;'003';'5425017734390';'N.B CARES F 100ML';0),
(2615;NULL;'003';'5425017733591';'N.B CLUB F1 100ML';0),
(2616;NULL;'003';'5425017730897';'N.B CLUB N1 H 100ML';0),
(2617;NULL;'003';'5425017737513';'N.B DIAMOND F 100ML';0),
(2618;NULL;'003';'802822003029';'N.B EAU MAGIC F 100ML';0),
(2619;NULL;'003';'5425017730521';'N.B EVA F 100ML';0),
(2620;NULL;'003';'5425017731016';'N.B EXTASIA F 100ML';0),
(2621;NULL;'003';'5425017733683';'N.B EXTASIA H 100ML';0),
(2622;NULL;'003';'5425017730620';'N.B FOREVER 100ML';0),
(2623;NULL;'003';'5425017730545';'N.B II WOMEN 100ML';0),
(2624;NULL;'003';'802822003814';'N.B K-WOMEN';0),
(2625;NULL;'003';'5425017730552';'N.B LOR F 100ML';0),
(2626;NULL;'003';'5425017730910';'N.B LUXURY F 100ML';0),
(2627;NULL;'003';'5425017730903';'N.B LUXURY H 100ML';0),
(2628;NULL;'003';'5425017732785';'N.B MONACO H 100ML';0),
(2629;NULL;'003';'5425017731061';'N.B PARIS MODE  F 100ML';0),
(2630;NULL;'003';'5425017734369';'N.B PINK ROSE F 100ML';0),
(2631;NULL;'003';'3243658931105';'N.B RED PASSION F 100ML';0),
(2632;NULL;'003';'5425017734352';'N.B RED ROSE F 100ML';0),
(2633;NULL;'003';'5425017732044';'N.B SEDUCTION F 100ML';0),
(2634;NULL;'003';'5425017730798';'N.B SEXY F 100ML';0),
(2635;NULL;'003';'802822003036';'N.B SPORT H 100ML';0),
(2636;NULL;'003';'5425017734260';'N.B SWEET F 100ML';0),
(2637;NULL;'003';'5425017730774';'N.B WORLD AZUL 100ML';0),
(2638;NULL;'003';'5425017730781';'N.B WORLD PRETO 100ML';0),
(2639;NULL;'003';'5425017730767';'N.B WORLD VERMELHO 100ML';0),
(2640;NULL;'003';'7898994730545';'N45 NEGRONI';0),
(2641;NULL;'003';'3145891255300';'N5 CHANEL EDP 100ML';0),
(2642;NULL;'003';'3145891055306';'N5 CHANEL LEAU';0),
(2643;NULL;'003';'3145891255379';'N5 CHANEL RED EDP 100ML';0),
(2644;NULL;'003';'3423470890013';'NARCISO RODRIGUES 50ML';0),
(2645;NULL;'003';'3423470883015';'NARCISO RODRIGUES ESSENCE F 50ML';0),
(2646;NULL;'003';'3423470890129';'NARCISO RODRIGUES F 100ML';0),
(2647;NULL;'003';'3423470880021';'NARCISO RODRIGUES H 50ML';0),
(2648;NULL;'003';'688575005035';'NARCISSE CHLOE 100ML';0),
(2649;NULL;'003';'688575005028';'NARCISSE CHLOE 50ML';0),
(2650;NULL;'003';'8715658998686';'NATURES SEXY 100ML';0),
(2651;NULL;'003';'8009350604946';'NAZARENO GABRIELLI F 100ML';0),
(2652;NULL;'003';'8009350600702';'NAZARENO GABRIELLI HOM. 100 ML';0),
(2653;NULL;'003';'5060053110779';'NEON H 100ML';0),
(2654;NULL;'003';'5425017730712';'NEW BRAND 100ML F / H';-2),
(2655;NULL;'003';'5060053114791';'NIGHT CLUB H 100ML';0),
(2656;NULL;'003';'7898947943862';'NIGHT SPA SERUM';0),
(2657;NULL;'003';'6291100179008';'NIKITA F 100ML';0),
(2658;NULL;'003';'3137370180326';'NINA 30ML';2),
(2659;NULL;'003';'3137370180333';'NINA 50ML';0),
(2660;NULL;'003';'3137370180760';'NINA 80ML';1),
(2661;NULL;'003';'3137370348481';'NINA BELLA EDT 80ML';1),
(2662;NULL;'003';'3137370304395';'NINA ELIXIR 50ML';0),
(2663;NULL;'003';'3137370304401';'NINA ELIXIR 80ML';0),
(2664;NULL;'003';'3137370304388';'NINA L ELIXIR EDP 30ML';0),
(2665;NULL;'003';'3137370315391';'NINA LA TENTATION 50ML';0),
(2666;NULL;'003';'3137370312789';'NINA LEAU F 50ML';0),
(2667;NULL;'003';'3137370312772';'NINA LEAU F 80ML';0),
(2668;NULL;'003';'3137370318545';'NINA LES DELICES 50ML';0),
(2669;NULL;'003';'3137370348436';'NINA LUNA EDT 80ML';1),
(2670;NULL;'003';'3137370341451';'NINA LUNA MONST';0),
(2671;NULL;'003';'3137370348511';'NINA NINA EDT 80ML';1),
(2672;NULL;'003';'3360373016358';'NOA 100 ML';0),
(2673;NULL;'003';'3360373016334';'NOA 30 ML';0),
(2674;NULL;'003';'3360373016341';'NOA 50ML';0),
(2675;NULL;'003';'3360373033010';'NOA EAU DE PARFUM 40ML';0),
(2676;NULL;'003';'3360373033027';'NOA EAU PARFUM FEM. 60 ML';0),
(2677;NULL;'003';'8435001526068';'NOSTRUM H 100ML';0),
(2678;NULL;'003';'3454090001558';'NUMBER ONE 100ML';0),
(2679;NULL;'003';'3147758219579';'O DE LANC.30ML';0),
(2680;NULL;'003';'3147758155358';'O DE LANCOME 100ML';0),
(2681;NULL;'003';'88300103409';'OBSESSION F 100ML';0),
(2682;NULL;'003';'88300103300';'OBSESSION F 50ML';0),
(2683;NULL;'003';'88300106516';'OBSESSION H 125ML';0),
(2684;NULL;'003';'88300106509';'OBSESSION H 75ML';0),
(2685;NULL;'003';'88300081165';'OBSESSION SHEER 50 ML';0),
(2686;NULL;'003';'3614272907805';'OCEAN DI GIOIA EDP 50ML';1),
(2687;NULL;'003';'7898925598060';'OCEANE ESPONJA';0),
(2688;NULL;'003';'7898930771854';'OCEANE PALETA 12 SHADES';0),
(2689;NULL;'003';'7898925598039';'OCEANE PINCEL MS10';1),
(2690;NULL;'003';'7898925598046';'OCEANE PINCEL MS11';3),
