id;id_product;id_loja;cod_prod;titulo;estoque_qtd
(948;NULL;'003';'1002';'CINTO FIVELA COLOR';6),
(949;NULL;'003';'2540';'CINTO FV QUADRADA COURO';4),
(950;NULL;'003';'719346567442';'CIRCUS 100ML';0),
(951;NULL;'003';'719346567435';'CIRCUS 30 ML';0),
(952;NULL;'003';'719346567428';'CIRCUS 50ML';0),
(953;NULL;'003';'88300104406';'CK BE 100ML';2),
(954;NULL;'003';'88300104437';'CK BE 200ML';2),
(955;NULL;'003';'88300104680';'CK BE 50ML';0),
(956;NULL;'003';'3607342137172';'CK BEAUTY F 100ML';0),
(957;NULL;'003';'3607342139497';'CK BEAUTY F 30ML';0),
(958;NULL;'003';'3607342216594';'CK BEAUTY F 50ML';0),
(959;NULL;'003';'8830017597';'CK ELECTRIC 100 ML';0),
(960;NULL;'003';'3614229656145';'CK EVERYONE EDT 100ML';1),
(961;NULL;'003';'31655644288';'CK MAM 50ML';0),
(962;NULL;'003';'31655644844';'CK MAN 100ML';0),
(963;NULL;'003';'88300107407';'CK ONE 100ML';0),
(964;NULL;'003';'88300107438';'CK ONE 200ML';1),
(965;NULL;'003';'88300107681';'CK ONE 50ML';0),
(966;NULL;'003';'3607342771130';'CK ONE RED 100MLF';0),
(967;NULL;'003';'3607342772977';'CK ONE RED EDITION 50ML';0),
(968;NULL;'003';'3607342772885';'CK ONE RED HIM';0),
(969;NULL;'003';'3607342402102';'CK ONE SHOCK F 100ML';1),
(970;NULL;'003';'3607342401822';'CK ONE SHOCK F 200ML';0),
(971;NULL;'003';'3607342401709';'CK ONE SHOCK F 50ML';0),
(972;NULL;'003';'3607342401105';'CK ONE SHOCK H 100ML';0),
(973;NULL;'003';'3607342401501';'CK ONE SHOCK H 200ML';0),
(974;NULL;'003';'3607342401068';'CK ONE SHOCK H 50ML';0),
(975;NULL;'003';'88300188406';'CK ONE SUMMER 100ML';0),
(976;NULL;'003';'3607342429031';'CK ONE SUMMER F 100ML';0),
(977;NULL;'003';'3607342306134';'CK SHEER BEAUTHY F 100ML';0),
(978;NULL;'003';'3614220531991';'CK2 100ML';0),
(979;NULL;'003';'3607342020887';'CKFREE 100ML';0),
(980;NULL;'003';'3607342020863';'CKFREE 50ML';0),
(981;NULL;'003';'88300196807';'CKIN 2U F 100ML';0),
(982;NULL;'003';'88300196869';'CKIN 2U F 150ML';0),
(983;NULL;'003';'88300196845';'CKIN 2U F 50ML';0),
(984;NULL;'003';'88300196883';'CKIN 2U H 100ML';1),
(985;NULL;'003';'88300196937';'CKIN 2U H 150ML';0),
(986;NULL;'003';'88300196913';'CKIN 2U H 50ML';0),
(987;NULL;'003';'31655705408';'CKIN 2U POP F 100ML';0),
(988;NULL;'003';'31655706337';'CKIN 2U POP H 100ML';0),
(989;NULL;'003';'936';'CLACA JASMIM VETTO';5),
(990;NULL;'003';'875990000541';'CLUEDO CODE H 100ML';0),
(991;NULL;'003';'875990000633';'CLUEDO H 100ML';0),
(992;NULL;'003';'3386460078320';'COACH EDP 30ML';0),
(993;NULL;'003';'3386460078313';'COACH EDP 50ML';0),
(994;NULL;'003';'3386460078306';'COACH EDP 90ML';0),
(995;NULL;'003';'3145891164206';'COCO MADEMOISELLE EDP 50ML';0),
(996;NULL;'003';'3145891164503';'COCO MADEMOISELLE EDT 50ML';0),
(997;NULL;'003';'3145891166606';'COCO MADEMOSELE INTENSE EDP 100ML';0),
(998;NULL;'003';'3145891164008';'COCO MADEMOSELI 3X20ML';0),
(999;NULL;'003';'3145891165203';'COCO MADEMOSELLE EDP 100ML';1),
(1000;NULL;'003';'3145891164602';'COCO MADEMOSELLE EDT 100ML';0),
(1001;NULL;'003';'3145891136500';'COCO NOIR CHANEL 50ML EDP';0),
(1002;NULL;'003';'3145891136609';'COCO NOIR ESP 100ML';0),
(1003;NULL;'003';'10';'COLAR BIA';25),
(1004;NULL;'003';'6095';'COLETE JEANS ABERTO KISS';4),
(1005;NULL;'003';'6137';'COLETE JEANS MAX BOTAO KISS';2),
(1006;NULL;'003';'6094';'COLETE JEANS MAX KISS';1),
(1007;NULL;'003';'8433982003844';'COLORS BENETTON PINK 80ML';0),
(1008;NULL;'003';'8433982013232';'COLORS BENETTON ROSE 80ML';0),
(1009;NULL;'003';'7899706116046';'COND ABS POS QUIMICO 150ML';0),
(1010;NULL;'003';'813218021893';'COND COLOR TRUSS 300ML';1),
(1011;NULL;'003';'7898947943091';'COND EQUILIBR TRUSS 300ML';0),
(1012;NULL;'003';'7899706147989';'COND INFORCE LOREAL 200ML';0),
(1013;NULL;'003';'74469499668';'COND JOICO K PAK 1LTR';1),
(1014;NULL;'003';'74469476201';'COND JOICO K PAK 300ML';0),
(1015;NULL;'003';'74469500876';'COND JOICO MOISTURE 300ML';2),
(1016;NULL;'003';'7898947943053';'COND ULTRA TRUSS 300ML';0),
(1017;NULL;'003';'7899706154291';'CONDC LOREAL ABS 200ML';0),
(1018;NULL;'003';'7898587776738';'CONDIC LOREAL ABS 1,5LTR';0),
(1019;NULL;'003';'7899706165891';'CONDIC LOREAL BLONDIFIER 200ML3';2),
(1020;NULL;'003';'7899706148009';'CONDIC LOREAL INFORCE 1,5LTR';0),
(1021;NULL;'003';'3474630436077';'CONDICIO CRISTAL LISTE 1LTR';0),
(1022;NULL;'003';'3474630436114';'CONDICIO CRISTAL LISTE 200ML';0),
(1023;NULL;'003';'3474630525870';'CONDICIO PRO KERATIN 150ML';0),
(1024;NULL;'003';'884486041817';'CONDICIO REDKEN ALL SOFT 250ML';0),
(1025;NULL;'003';'884486042163';'CONDICIO REDKEN CLEAR MOISTURE 250ML';0),
(1026;NULL;'003';'884486095138';'CONDICIO REDKEN CURVACEOUS 250ML';0),
(1027;NULL;'003';'884486063298';'CONDICIO REDKEN SMOOTH DOWN 250ML';0),
(1028;NULL;'003';'7899706174862';'CONDICIONADOR ABS GOLD QUINOA 1,5L';0),
(1029;NULL;'003';'7899706174848';'CONDICIONADOR ABS GOLD QUINOA 200ML';0),
(1030;NULL;'003';'7899026486638';'CONDICIONADOR ABSOLUT CONTROL 1,5LRT';0),
(1031;NULL;'003';'7899026486614';'CONDICIONADOR ABSOLUT CONTROL 150ML';0),
(1032;NULL;'003';'7899026457942';'CONDICIONADOR ABSOLUT REPAIR 1.5L';0),
(1033;NULL;'003';'7899026457928';'CONDICIONADOR ABSOLUT REPAIR 150ML';0),
(1034;NULL;'003';'381519022821';'CONDICIONADOR AUSSIE';0),
(1035;NULL;'003';'3474630458260';'CONDICIONADOR CAPTIVE 200ML';0),
(1036;NULL;'003';'3474630458222';'CONDICIONADOR CHROMA CAPTIVE LTR';0),
(1037;NULL;'003';'7896014194810';'CONDICIONADOR CIMENT ANTI-USURE 200ML';0),
(1038;NULL;'003';'7896014182893';'CONDICIONADOR FORCE RELAX 300ML';0),
(1039;NULL;'003';'7899026463370';'CONDICIONADOR FORCE VECTOR 150ML';0),
(1040;NULL;'003';'74469499545';'CONDICIONADOR JOICO MOISTURE LTR';0),
(1041;NULL;'003';'7896014195576';'CONDICIONADOR LAIT VITAL 200ML';0),
(1042;NULL;'003';'7896014170135';'CONDICIONADOR LAIT VITAL LTR';0),
(1043;NULL;'003';'7899026463592';'CONDICIONADOR LISS ULTIME 1.5L';0),
(1044;NULL;'003';'7899026463578';'CONDICIONADOR LISS ULTIME 150ML';0),
(1045;NULL;'003';'7896014192472';'CONDICIONADOR LUMINO CONTRAST 1.5L';0),
(1046;NULL;'003';'7896014192465';'CONDICIONADOR LUMINO CONTRAST 150ML';0),
(1047;NULL;'003';'7290011521202';'CONDICIONADOR MOROCCANOIL 250ML';0),
(1048;NULL;'003';'3474630471689';'CONDICIONADOR MYSTHIC OIL 190ML';0),
(1049;NULL;'003';'7899706116022';'CONDICIONADOR POS QUIMICA 1.5LTR';0),
(1050;NULL;'003';'7899706181266';'CONDICIONADOR PRO LONGER 200ML';1),
(1051;NULL;'003';'7898947942582';'CONDICIONADOR TRUSS CURLY 300ML';2),
(1052;NULL;'003';'7898947943077';'CONDICIONADOR TRUSS DISCIPLINE 300ML';1),
(1053;NULL;'003';'7898625790870';'CONDICIONADOR TRUSS INFUSION 300ML';3),
(1054;NULL;'003';'7898625790733';'CONDICIONADOR TRUSS PERFECT 300ML';1),
(1055;NULL;'003';'7898947942315';'CONDICIONADOR TRUSS ULTRA HYDRATION';4),
(1056;NULL;'003';'7896014175031';'CONDICIONADOR VITAMINO COLOR 1.5L';0),
(1057;NULL;'003';'7896014175062';'CONDICIONADOR VITAMINO COLOR 150ML';0),
(1058;NULL;'003';'7899026472075';'CONDICIONADOR X TENSO 250ML';0),
(1059;NULL;'003';'1958';'CONJUNTO ALFAI COM CALCA AMICIA';3),
(1060;NULL;'003';'1388';'CONJUNTO DE SAIA E TOP VETTO';9),
(1061;NULL;'003';'41';'CONJUNTO MOLETINHO';1),
(1062;NULL;'003';'88300102419';'CONTRADICTION 50ML';0),
(1063;NULL;'003';'16';'CONTROLE';0),
(1064;NULL;'003';'363';'CONTROLE PLAY';0),
(1065;NULL;'003';'5060152400146';'COOL BLUEH 100ML';0),
(1066;NULL;'003';'619';'COOL GIRL 40ML';1),
(1067;NULL;'003';'3414202000572';'COOL WALTER H 125ML';0),
(1068;NULL;'003';'3414202011820';'COOL WATER 30ML';0),
(1069;NULL;'003';'3414202000510';'COOL WATER 40ML';-1),
(1070;NULL;'003';'3414202000565';'COOL WATER H 75ML';0),
(1071;NULL;'003';'40232834325';'CORINTHIANS POWER H 100ML';0),
(1072;NULL;'003';'7898424300348';'CORRETIVO LIQUIDO CLARO';0),
(1073;NULL;'003';'7898424300362';'CORRETIVO LIQUIDO ESCURO';0),
(1074;NULL;'003';'7898424300355';'CORRETIVO LIQUIDO MEDIO';0),
(1075;NULL;'003';'719346145879';'COSMIC RADIANCE 30ML';0),
(1076;NULL;'003';'719346145862';'COSMIC RADIANCE 50ML';0),
(1077;NULL;'003';'719346145855';'COSMIC RADIANCE F 100ML';0),
(1078;NULL;'003';'5414666005418';'COUNTRY B.BLACK 100ML';0),
(1079;NULL;'003';'5414666004305';'COUNTRY BLACK 100ML';0),
(1080;NULL;'003';'5414666004534';'COUNTRY BLUE H 100ML';0),
(1081;NULL;'003';'5414666006101';'COUNTRY FREDDON 100ML';0),
(1082;NULL;'003';'5414666004527';'COUNTRY GREEN H 100ML';0),
(1083;NULL;'003';'875990000718';'COUTURE DHOMME 100ML';0),
(1084;NULL;'003';'5060053113459';'COUTURE F 100ML';0),
(1085;NULL;'003';'88300096145';'CRAVE 40ML';0),
(1086;NULL;'003';'88300096114';'CRAVE 75ML';0),
(1087;NULL;'003';'8410225537922';'CRAZY FLOREVER AGATHA 80ML';0),
(1088;NULL;'003';'3355992000116';'CREATION 100ML';0),
(1089;NULL;'003';'3355992000093';'CREATION 30ML';0),
(1090;NULL;'003';'3355990000109';'CREATION 50ML';0),
(1091;NULL;'003';'7899026488380';'CREME B.B.CREAM 50ML';0),
(1092;NULL;'003';'48155904743';'CREME DE BARBEA REGULAR';0),
(1093;NULL;'003';'48155904750';'CREME DE BARBEAR SENSITIVE';0),
(1094;NULL;'003';'7899026458024';'CREME DE PENTEAR ABSOLUT REPAIR 150ML';0),
(1095;NULL;'003';'3474630623026';'CREME LISS CONTROL 150ML';0),
(1096;NULL;'003';'7899026486690';'CREME MODELAR ABSOLUT CONTROL 250ML';0),
(1097;NULL;'003';'7290011521042';'CREME MOROCCANOIL CURL 300ML';0),
(1098;NULL;'003';'7290011521424';'CREME MOROCCANOIL DE CACHOS 250ML';0),
(1099;NULL;'003';'7290011521028';'CREME MOROCCANOIL HYDRATION 300ML';0),
(1100;NULL;'003';'7899026486713';'CREME PENTEAR ABSOLUT CONTROL 500ML';0),
(1101;NULL;'003';'884486044488';'CREME PENTEAR REDKEN CURL REFINER 250ML';0),
(1102;NULL;'003';'3474630526242';'CREME PRO KERATIN 150ML';0),
(1103;NULL;'003';'3494800015031';'CRISTAL ROYAL EDP 100ML';0),
(1104;NULL;'003';'3494800017035';'CRISTAL ROYAL PASSION EDP 100ML';0),
(1105;NULL;'003';'192';'CROOPED REOBOTE';1),
(1106;NULL;'003';'1987';'CROPPED ALFAIATARIA AMICIA';13),
(1107;NULL;'003';'2000';'CROPPED ALFAIATARIA BIA AMICIA';12),
(1108;NULL;'003';'1926';'CROPPED ALFAIATRIA AMICIA';12),
(1109;NULL;'003';'596';'CROPPED C MANGA MODAL TRICOT';1),
(1110;NULL;'003';'597';'CROPPED C MANGA TRICOT BIA';2),
(1111;NULL;'003';'1938';'CROPPED CAMISA AMICIA';12),
(1112;NULL;'003';'2742';'CROPPED CIGANA LA';2),
(1113;NULL;'003';'1983';'CROPPED CIGANINHA AMICIA';9),
(1114;NULL;'003';'1997';'CROPPED CREPE ESTAMPA AMICIA';4),
(1115;NULL;'003';'2683';'CROPPED CREPE L.A';0),
(1116;NULL;'003';'2683';'CROPPED CREPE L.A';2),
(1117;NULL;'003';'2733A';'CROPPED CREPE LA';13),
(1118;NULL;'003';'2504';'CROPPED LA';2),
(1119;NULL;'003';'2504';'CROPPED LA';5),
(1120;NULL;'003';'1164';'CROPPED LAIS PLUS BETTO';10),
(1121;NULL;'003';'24';'CROPPED LESI';0),
(1122;NULL;'003';'1342';'CROPPED TATY PLUS VETTO';4),
(1123;NULL;'003';'1952';'CROPPED TRICOLINE AMICIA';3),
(1124;NULL;'003';'1952';'CROPPED TRICOLINE AMICIA';5),
(1125;NULL;'003';'599';'CROPPED TRICOT BIA';3),
(1126;NULL;'003';'598';'CROPPED TRICOT DEC V BIA';4),
(1127;NULL;'003';'30019';'CROPPED TRICOT POP';-2),
(1128;NULL;'003';'1979';'CROPPED VISCO LINHO AMICIA';7),
(1129;NULL;'003';'1628';'CROPPED VISCOLINHO AMICIA';34),
(1130;NULL;'003';'1628';'CROPPED VISCOLINHO AMICIA';10),
(1131;NULL;'003';'154';'CUBA TRADICIONAL 100ML';0),
(1132;NULL;'003';'5060053110397';'CURIOSITY F 100ML';0),
(1133;NULL;'003';'719346034425';'CURIOUS F 100ML';0),
(1134;NULL;'003';'3442150606140';'CYRUS H 100ML';0),
(1135;NULL;'003';'737052263076';'D&G 1 LE BATELEUR 100ML';0),
(1136;NULL;'003';'737052263090';'D&G 10 LA FORTUNE 100ML';0),
(1137;NULL;'003';'737052263106';'D&G 18 LA LUNE 100ML';0),
(1138;NULL;'003';'737052263137';'D&G 3 LIMPERATRICE 100ML';0),
(1139;NULL;'003';'737052263083';'D&G 6 LAMOUREUX 100ML';0),
(1140;NULL;'003';'8011003071142';'D.G SICILY 50ML';0),
(1141;NULL;'003';'3614225452949';'DAISY LOVE EDT 30ML';3),
(1142;NULL;'003';'3331436000010';'DALIMANIA 30 ML';0),
(1143;NULL;'003';'3331430850031';'DALISSIME 100ML';0),
(1144;NULL;'003';'3331430850017';'DALISSIME 30ML';0),
(1145;NULL;'003';'3331430850024';'DALISSIME 50ML';0),
(1146;NULL;'003';'3331436600012';'DALISTYLE 30ML';0),
(1147;NULL;'003';'737052031415';'DARK BLUE HOM 75ML';0),
(1148;NULL;'003';'737052031422';'DARK BLUE HOM. 125ML';0),
(1149;NULL;'003';'5012874212262';'DAVID BECKHAM INSTINCT 50ML';0),
(1150;NULL;'003';'5012874212279';'DAVID BECKHAM INSTINCT 75ML';0),
(1151;NULL;'003';'719346078351';'DAYTONA 500 30ML';0),
(1152;NULL;'003';'5060053115002';'DEEP BLUE H 100ML';0),
(1153;NULL;'003';'737052683553';'DEEP RED FEM 90ML';0),
(1154;NULL;'003';'737052744131';'DEEP RED FEM. 30 ML';0),
(1155;NULL;'003';'737052683522';'DEEP RED FEM. 50 ML';0),
(1156;NULL;'003';'3414200123051';'DESEO F 100ML';0),
(1157;NULL;'003';'3414200123037';'DESEO F 50ML';0),
(1158;NULL;'003';'5060053116184';'DESIRES F 100ML';0),
(1159;NULL;'003';'7791293028774';'DESO AXE BLACK';0),
(1160;NULL;'003';'4005808715695';'DESO NIVEA MEN 150ML';0),
(1161;NULL;'003';'7798108451659';'DESODORANTE KEVINGSTON FUTEBOL';0),
(1162;NULL;'003';'7798108451673';'DESODORANTE KEVINGSTON POLO';0),
(1163;NULL;'003';'7798108452892';'DESODORANTE KEVINGSTON TENIS';0),
(1164;NULL;'003';'7798108452083';'DESOSORANTE KEVINGSTON HALTEROFILISTA';0),
(1165;NULL;'003';'5411085000574';'DIABLE BLEU 100ML';0),
(1166;NULL;'003';'3760060360953';'DIAMOND BLACK H 130ML';0),
(1167;NULL;'003';'3760060360977';'DIAMOND TROPICAL F 130ML';0),
(1168;NULL;'003';'8411061771907';'DIAVOLO H 100ML';0),
(1169;NULL;'003';'3605521022035';'DIESEL FOR LIFE SUMER F 75ML';0),
(1170;NULL;'003';'4085400273571';'DIESEL GREEN F 75ML';0),
(1171;NULL;'003';'4085400272000';'DIESEL H 75ML';0),
(1172;NULL;'003';'3605521409133';'DIESEL LIFE COLLECTION F 75ML';0),
(1173;NULL;'003';'3605521470713';'DIESEL LIFE COLLECTION H 50ML';0),
(1174;NULL;'003';'3605521409256';'DIESEL LIFE COLLECTION H 75ML';0),
(1175;NULL;'003';'3605520385568';'DIESEL LIFE F 50ML';0),
(1176;NULL;'003';'3605520501456';'DIESEL LIFE F 75ML';0),
(1177;NULL;'003';'3605520386442';'DIESEL LIFE H 50ML';0),
(1178;NULL;'003';'3605520501517';'DIESEL LIFE H 75ML';0),
(1179;NULL;'003';'3605521132437';'DIESEL LOVERDOSE F 50ML';0),
(1180;NULL;'003';'3605521132499';'DIESEL LOVERDOSE F 75ML';0),
(1181;NULL;'003';'3605521885937';'DIESEL LOVERDOSE TATTOO 75ML';0),
(1182;NULL;'003';'3605520680014';'DIESEL ONLY BRAVE 50ML';0),
(1183;NULL;'003';'3605520680076';'DIESEL ONLY BRAVE 75ML';0),
(1184;NULL;'003';'4085400191509';'DIESEL PLUS PLUS F 75ML';0),
(1185;NULL;'003';'4085400291001';'DIESEL PLUS PLUS H 75ML';0),
(1186;NULL;'003';'4085400271003';'DIESEL ZERO PLUS F 75ML';0),
(1187;NULL;'003';'3348900539570';'DIOR ADDICT 100 ML';0),
(1188;NULL;'003';'3348900638822';'DIOR ADDICT 2 50ML';0),
(1189;NULL;'003';'3348900539495';'DIOR ADDICT 20 ML';0),
(1190;NULL;'003';'3348900539501';'DIOR ADDICT 50 ML';0),
(1191;NULL;'003';'3348900821880';'DIOR ADDICT SHINE 100ML';0),
(1192;NULL;'003';'3348900662636';'DIOR H 100ML';0),
(1193;NULL;'003';'3348900662629';'DIOR H 50ML';0),
(1194;NULL;'003';'3348901419147';'DIOR HOMME 100ML';0),
(1195;NULL;'003';'3348900662667';'DIOR HOMME DEO 150ML';0),
(1196;NULL;'003';'3348900838185';'DIOR HOMME INTENSE 100ML';0),
(1197;NULL;'003';'3348900838178';'DIOR HOMME INTENSE 50ML';0),
(1198;NULL;'003';'3348901070416';'DIOR HOMME SPORT 100ML';0),
(1199;NULL;'003';'3348901387323';'DIOR HOMME SPORT 200ML';0),
(1200;NULL;'003';'3348901070423';'DIOR HOMME SPORT 50ML';0),
(1201;NULL;'003';'3348900856479';'DIOR HOMME SPORT DEO 150ML';0),
(1202;NULL;'003';'3348901333061';'DIOR HOMME SPORT H 125ML';0),
(1203;NULL;'003';'3348900644571';'DIOR STAILE 50ML';0),
(1204;NULL;'003';'763511009800';'DKNY BE DELICIOUS EDP 30ML';0),
(1205;NULL;'003';'763511009817';'DKNY BE DELICIOUS EDP 50ML';0),
(1206;NULL;'003';'763511009824';'DKNY BE DELICIOUS F 100ML';0),
(1207;NULL;'003';'22548109335';'DKNY BE DELICIOUS H 100ML';0),
(1208;NULL;'003';'22548355114';'DKNY BE TEMPTED F 100ML';0),
(1209;NULL;'003';'763511100002';'DKNY F EDP 50ML';0),
(1210;NULL;'003';'763511101238';'DKNY H 100ML';0),
(1211;NULL;'003';'763511100019';'DNKY F 100ML';0),
(1212;NULL;'003';'6291100173242';'DOLBY H 100ML';0),
(1213;NULL;'003';'8011003070282';'DOLCE GABANA 25ML';0),
(1214;NULL;'003';'737052746937';'DOLCE GABANNA DOLCE F 75ML';0),
(1215;NULL;'003';'8011003070329';'DOLCE GABANNA F 100ML';0),
(1216;NULL;'003';'8011003070305';'DOLCE GABANNA F 50ML';0),
(1217;NULL;'003';'3423473020776';'DOLCE GABANNA H 125ML';0),
(1218;NULL;'003';'8011003072071';'DOLCE GABANNA H 40ML';0),
(1219;NULL;'003';'8011003072088';'DOLCE GABANNA H 75ML';0),
(1220;NULL;'003';'737052783451';'DOLCE GABANNA INTENSO H 125ML';0),
(1221;NULL;'003';'737052783574';'DOLCE GABANNA INTENSO H 75ML';0),
(1222;NULL;'003';'73705202808';'DOLCE GABANNA THE 50ML F';0),
(1223;NULL;'003';'737052598079';'DOLCE GABBANA EDP F 100ML';0),
(1224;NULL;'003';'737052598031';'DOLCE GABBANA EDP F 50ML';0),
(1225;NULL;'003';'737052714905';'DOLCE GABBANA INTENSE 100ML';0),
(1226;NULL;'003';'737052714875';'DOLCE GABBANA INTENSE 50ML';0),
(1227;NULL;'003';'3348900236738';'DOLCE VITA 100ML';0),
(1228;NULL;'003';'3348900236721';'DOLCE VITA 30 ML';0),
(1229;NULL;'003';'3348900236714';'DOLCE VITA 50 ML';0),
(1230;NULL;'003';'3457460005064';'DOLINE F 100ML';0),
(1231;NULL;'003';'5055121800881';'DOLINE KISS F 100ML';0),
(1232;NULL;'003';'3457460001738';'DOLINE PARIS F 100ML';0),
(1233;NULL;'003';'3457460005088';'DOLINE SECRETS F 100ML';0),
(1234;NULL;'003';'5906588001406';'DOMINIKANA BLUE F 20ML';0),
(1235;NULL;'003';'5906588003097';'DOMINIKANA BLUE F100ML';0),
(1236;NULL;'003';'5414666011488';'DORALL COLLECTION 100ML';46),
(1237;NULL;'003';'3442151005829';'DORIANE F 100ML';0),
(1238;NULL;'003';'3360372017332';'DRAKAR 200ML';0),
(1239;NULL;'003';'3360372009436';'DRAKKAR 100ML';0),
(1240;NULL;'003';'3360372050827';'DRAKKAR 30ML';0),
(1241;NULL;'003';'3360372009443';'DRAKKAR 50ML';0),
(1242;NULL;'003';'3360372079927';'DRAKKAR DEO 150ML';0),
(1243;NULL;'003';'3605053041085';'DRAKKAR NOIR EDITION LIMITED 50ML';0),
(1244;NULL;'003';'5060053110069';'DREAMS F 50ML';0),
(1245;NULL;'003';'3348900103870';'DUNE FEM. 100ML';0),
(1246;NULL;'003';'3348900103832';'DUNE FEM. 30 ML';0),
(1247;NULL;'003';'3348900103856';'DUNE FEM. 50 ML';0),
(1248;NULL;'003';'3348900321861';'DUNE HOM 100ML';0),
(1249;NULL;'003';'3348900321854';'DUNE HOM 50ML';0),
(1250;NULL;'003';'3348900321847';'DUNE HOM. 30 ML';0),
(1251;NULL;'003';'3139420225018';'DUNHILL DESIRE 100ML';0),
(1252;NULL;'003';'3139420224011';'DUNHILL DESIRE 50ML';0),
(1253;NULL;'003';'3139420324018';'DUNHILL X-CENTRIC 50ML';0),
(1254;NULL;'003';'6001495000357';'DURBANVILLE HILLS CHARDONNAY 2016';0),
(1255;NULL;'003';'3494800120032';'DYNASTIE F 100ML';0),
(1256;NULL;'003';'3494800120049';'DYNASTIE F 30ML';0),
(1257;NULL;'003';'3494800240037';'DYNASTIE GOLDEN 100ML';0),
(1258;NULL;'003';'3494800240044';'DYNASTIE GOLDEN F 30ML';0),
(1259;NULL;'003';'3494800240020';'DYNASTIE GOLDEN F 50ML';0),
(1260;NULL;'003';'3494800220039';'DYNASTIE MADEMOISELLE F 100ML';0),
(1261;NULL;'003';'3494800120025';'DYNATIE F 50ML';0),
(1262;NULL;'003';'3360372116271';'E.A CITY FEM 100ML';0),
(1263;NULL;'003';'3360372116264';'E.A CITY FEM 50ML';0),
(1264;NULL;'003';'3360372116158';'E.A CITY MASC 100ML';0),
(1265;NULL;'003';'3360372116134';'E.A CITY MASC 30ML';0),
(1266;NULL;'003';'3360372116141';'E.A CITY MASC 50ML';0),
(1267;NULL;'003';'3605520380310';'E.A DIAMONDS F 100ML';0),
(1268;NULL;'003';'3605520380259';'E.A DIAMONDS F 50ML';0),
(1269;NULL;'003';'3605520381034';'E.A DIAMONDS H 50ML';0),
(1270;NULL;'003';'3605520381096';'E.A DIAMONDS H 75ML';0),
(1271;NULL;'003';'3360372074854';'E.A NIGHT 100ML';0),
(1272;NULL;'003';'3360372074847';'E.A NIGHT 50ML';0),
(1273;NULL;'003';'3360372075035';'E.A NIGHT M 100ML';0),
(1274;NULL;'003';'3360372075028';'E.A NIGHT M 50ML';0),
(1275;NULL;'003';'3605520262517';'E.A REMIX F 100ML';0),
(1276;NULL;'003';'3605520262500';'E.A REMIX F 50ML';0),
(1277;NULL;'003';'3605520262388';'E.A REMIX H 100ML';0),
(1278;NULL;'003';'3605520262371';'E.A REMIX H 50ML';0),
(1279;NULL;'003';'3442151008875';'EARRINGS F 100ML';0),
(1280;NULL;'003';'3360373052738';'EAU D EDEN 50ML';0),
(1281;NULL;'003';'3432240005908';'EAU DE CARTIER 100ML';0),
(1282;NULL;'003';'3432240008718';'EAU DE CARTIER H 50ML';0),
(1283;NULL;'003';'3331430842012';'EAU DE DALI 30ML';0),
(1284;NULL;'003';'3331438450103';'EAU DE DALI F 30ML';2),
(1285;NULL;'003';'3348900484467';'EAU DE DIOR ENERGIZING 75 ML';0),
(1286;NULL;'003';'3348900484412';'EAU DE DIOR RELAXING 75 ML';0),
(1287;NULL;'003';'5906588002885';'EAU DE FURIE F 20ML';0),
(1288;NULL;'003';'5906588001963';'EAU DE FURIE F100ML';0),
(1289;NULL;'003';'3607342274891';'EAU DE GLOW F 100ML';0),
(1290;NULL;'003';'3494800080039';'EAU DE LYS 100ML';0),
(1291;NULL;'003';'3494800080046';'EAU DE LYS 30ML';0),
(1292;NULL;'003';'3331436101014';'EAU DE RUBYLIPS 30ML';4),
(1293;NULL;'003';'3331436101021';'EAU DE RUBYLIPS 50ML';0),
(1294;NULL;'003';'3274870402364';'EAU DEMOISELLE F 100ML';0),
(1295;NULL;'003';'3346131700011';'EAU DES MERVEILLES 100ML';0),
(1296;NULL;'003';'3605520662799';'EAU MEGA F 50ML';0),
(1297;NULL;'003';'3386461515671';'ECLAT D ARPEGE F 100ML';0),
(1298;NULL;'003';'3360373048885';'EDEN 100ML';0),
(1299;NULL;'003';'3360373048861';'EDEN 30ML';0),
(1300;NULL;'003';'3360373048878';'EDEN 50ML';0),
(1301;NULL;'003';'3145891144505';'EGOISTE H 50ML';0),
(1302;NULL;'003';'3474630476912';'ELIXIR KERASTASE VERDE';0),
(1303;NULL;'003';'3474630346826';'ELIXIR KULTIME 125ML';0),
(1304;NULL;'003';'3365440332546';'ELLE 90ML';0),
(1305;NULL;'003';'3365440332522';'ELLE F 50ML';0),
(1306;NULL;'003';'555';'EMBALAGEM';0),
(1307;NULL;'003';'147';'EMPORIO ARMANE F 100ML';0),
(1308;NULL;'003';'3360372061786';'EMPORIO ARMANE F 30ML';0),
(1309;NULL;'003';'411';'EMPORIO ARMANE F 50ML';0),
(1310;NULL;'003';'3360372061830';'EMPORIO ARMANE H 100ML';0),
(1311;NULL;'003';'3360372061816';'EMPORIO ARMANE H 30ML';0),
(1312;NULL;'003';'3360372061823';'EMPORIO ARMANE H 50ML';0),
(1313;NULL;'003';'3360372035541';'EMPORIO ARMANI WHITE FEM. 30 ML';0),
(1314;NULL;'003';'3360372035572';'EMPORIO ARMANI WHITE HOM. 30 ML';0),
(1315;NULL;'003';'3700108350591';'ENCHANT YOUR LIFE  PINK 100ML';6),
(1316;NULL;'003';'3607348541690';'ENCOUNTER H 100ML';0),
